Capítulo (Nro);Capítulo (Nombre);Grupo de Enfermedad;Código 1ª Jerarquía;Categoría 1ª Jerarquía;Código 2ª Jerarquía;Categoría 2ª Jerarquía;Observaciones
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos mentales orgánicos, incluidos los trastornos sintomáticos;F01;Demencia vascular;F07.9;Trastorno orgánico de la personalidad y del;
V;Trastornos mentales y del comportamiento (F00–F99);Esquizofrenia, trastornos esquizotípicos y trastornos delirantes;F20;Esquizofrenia;F20.0;Esquizofrenia paranoide;
V;Trastornos mentales y del comportamiento (F00–F99);Esquizofrenia, trastornos esquizotípicos y trastornos delirantes;F20;Esquizofrenia;F20.1;Esquizofrenia hebefrénica;
V;Trastornos mentales y del comportamiento (F00–F99);Esquizofrenia, trastornos esquizotípicos y trastornos delirantes;F20;Esquizofrenia;F20.2;Esquizofrenia catatónica;
V;Trastornos mentales y del comportamiento (F00–F99);Esquizofrenia, trastornos esquizotípicos y trastornos delirantes;F20;Esquizofrenia;F20.3;Esquizofrenia indiferenciada;
V;Trastornos mentales y del comportamiento (F00–F99);Esquizofrenia, trastornos esquizotípicos y trastornos delirantes;F20;Esquizofrenia;F20.4;Depresión postesquizofrénica;
V;Trastornos mentales y del comportamiento (F00–F99);Esquizofrenia, trastornos esquizotípicos y trastornos delirantes;F20;Esquizofrenia;F20.5;Esquizofrenia residual;
V;Trastornos mentales y del comportamiento (F00–F99);Esquizofrenia, trastornos esquizotípicos y trastornos delirantes;F20;Esquizofrenia;F20.6;Esquizofrenia simple;
V;Trastornos mentales y del comportamiento (F00–F99);Esquizofrenia, trastornos esquizotípicos y trastornos delirantes;F20;Esquizofrenia;F20.8;Otras esquizofrenias;
V;Trastornos mentales y del comportamiento (F00–F99);Esquizofrenia, trastornos esquizotípicos y trastornos delirantes;F20;Esquizofrenia;F20.9;Esquizofrenia, no especificada;
V;Trastornos mentales y del comportamiento (F00–F99);Esquizofrenia, trastornos esquizotípicos y trastornos delirantes;F22;Trastornos delirantes persistentes;F22.0;Trastorno delirante;
V;Trastornos mentales y del comportamiento (F00–F99);Esquizofrenia, trastornos esquizotípicos y trastornos delirantes;F22;Trastornos delirantes persistentes;F22.8;Otros trastornos delirantes persistentes;
V;Trastornos mentales y del comportamiento (F00–F99);Esquizofrenia, trastornos esquizotípicos y trastornos delirantes;F22;Trastornos delirantes persistentes;F22.9;Trastorno delirante persistente, no especificado;
V;Trastornos mentales y del comportamiento (F00–F99);Esquizofrenia, trastornos esquizotípicos y trastornos delirantes;F23;Trastornos psicóticos agudos y transitorios;F23.0;Trastorno psicótico agudo polimorfo, sin síntomas de;
V;Trastornos mentales y del comportamiento (F00–F99);Esquizofrenia, trastornos esquizotípicos y trastornos delirantes;F23;Trastornos psicóticos agudos y transitorios;F23.1;Trastorno psicótico agudo polimorfo, con síntomas de;
V;Trastornos mentales y del comportamiento (F00–F99);Esquizofrenia, trastornos esquizotípicos y trastornos delirantes;F23;Trastornos psicóticos agudos y transitorios;F23.2;Trastorno psicótico agudo de tipo esquizofrénico;
V;Trastornos mentales y del comportamiento (F00–F99);Esquizofrenia, trastornos esquizotípicos y trastornos delirantes;F23;Trastornos psicóticos agudos y transitorios;F23.3;Otro trastorno psicótico agudo, con predominio de ideas;
V;Trastornos mentales y del comportamiento (F00–F99);Esquizofrenia, trastornos esquizotípicos y trastornos delirantes;F23;Trastornos psicóticos agudos y transitorios;F23.8;Otros trastornos psicóticos agudos y transitorios;
V;Trastornos mentales y del comportamiento (F00–F99);Esquizofrenia, trastornos esquizotípicos y trastornos delirantes;F23;Trastornos psicóticos agudos y transitorios;F23.9;Trastorno psicótico agudo y transitorio, no especificado;
V;Trastornos mentales y del comportamiento (F00–F99);Esquizofrenia, trastornos esquizotípicos y trastornos delirantes;F25;Trastornos esquizoafectivos;F25.0;Trastorno esquizoafectivo de tipo maníaco;
V;Trastornos mentales y del comportamiento (F00–F99);Esquizofrenia, trastornos esquizotípicos y trastornos delirantes;F25;Trastornos esquizoafectivos;F25.1;Trastorno esquizoafectivo de tipo depresivo;
V;Trastornos mentales y del comportamiento (F00–F99);Esquizofrenia, trastornos esquizotípicos y trastornos delirantes;F25;Trastornos esquizoafectivos;F25.2;Trastorno esquizoafectivo de tipo mixto;
V;Trastornos mentales y del comportamiento (F00–F99);Esquizofrenia, trastornos esquizotípicos y trastornos delirantes;F25;Trastornos esquizoafectivos;F25.8;Otros trastornos esquizoafectivos;
V;Trastornos mentales y del comportamiento (F00–F99);Esquizofrenia, trastornos esquizotípicos y trastornos delirantes;F25;Trastornos esquizoafectivos;F25.9;Trastorno esquizoafectivo, no especificado;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F30;Episodio maníaco;F30.0;Hipomanía;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F30;Episodio maníaco;F30.1;Manía sin síntomas psicóticos;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F30;Episodio maníaco;F30.2;Manía con síntomas psicóticos;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F30;Episodio maníaco;F30.8;Otros episodios maníacos;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F30;Episodio maníaco;F30.9;Episodio maníaco, no especificado;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F31;Trastorno afectivo bipolar;F31.0;Trastorno afectivo bipolar, episodio hipomaníaco presente;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F31;Trastorno afectivo bipolar;F31.1;Trastorno afectivo bipolar, episodio maníaco presente sin;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F31;Trastorno afectivo bipolar;F31.2;Trastorno afectivo bipolar, episodio maníaco presente con;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F31;Trastorno afectivo bipolar;F31.3;Trastorno afectivo bipolar, episodio depresivo presente leve;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F31;Trastorno afectivo bipolar;F31.4;Trastorno afectivo bipolar, episodio depresivo grave;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F31;Trastorno afectivo bipolar;F31.5;Trastorno afectivo bipolar, episodio depresivo grave;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F31;Trastorno afectivo bipolar;F31.6;Trastorno afectivo bipolar, episodio mixto presente;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F31;Trastorno afectivo bipolar;F31.7;Trastorno afectivo bipolar, actualmente en remisión;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F31;Trastorno afectivo bipolar;F31.8;Otros trastornos afectivos bipolares;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F31;Trastorno afectivo bipolar;F31.9;Trastorno afectivo bipolar, no especificado;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F32;Episodio depresivo;F32.0;Episodio depresivo leve;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F32;Episodio depresivo;F32.1;Episodio depresivo moderado;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F32;Episodio depresivo;F32.2;Episodio depresivo grave sin síntomas psicóticos;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F32;Episodio depresivo;F32.3;Episodio depresivo grave con síntomas psicóticos;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F32;Episodio depresivo;F32.8;Otros episodios depresivos;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F32;Episodio depresivo;F32.9;Episodio depresivo, no especificado;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F33;Trastorno depresivo recurrente;F33.0;Trastorno depresivo recurrente, episodio leve presente;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F33;Trastorno depresivo recurrente;F33.1;Trastorno depresivo recurrente, episodio moderado;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F33;Trastorno depresivo recurrente;F33.2;Trastorno depresivo recurrente, episodio depresivo grave;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F33;Trastorno depresivo recurrente;F33.3;Trastorno depresivo recurrente, episodio depresivo grave;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F33;Trastorno depresivo recurrente;F33.4;Trastorno depresivo recurrente actualmente en remisión;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F33;Trastorno depresivo recurrente;F33.8;Otros trastornos depresivos recurrentes;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F33;Trastorno depresivo recurrente;F33.9;Trastorno depresivo recurrente, no especificado;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F34;Trastornos del humor [afectivos] persistentes;F34.0;Ciclotimia;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F34;Trastornos del humor [afectivos] persistentes;F34.1;Distimia;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F34;Trastornos del humor [afectivos] persistentes;F34.8;Otros trastornos del humor [afectivos] persistentes;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F34;Trastornos del humor [afectivos] persistentes;F34.9;Trastorno persistente del humor [afectivo], no especificado;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F38;Otros trastornos del humor [afectivos];F38.0;Otros trastornos del humor [afectivos], aislados;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F38;Otros trastornos del humor [afectivos];F38.1;Otros trastornos del humor [afectivos], recurrentes;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos del humor [afectivos];F38;Otros trastornos del humor [afectivos];F38.8;Otros trastornos del humor [afectivos], especificados;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos neuróticos, trastornos relacionados con el estrés y;F40;Trastornos fóbicos de ansiedad;F40.0;Agorafobia;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos neuróticos, trastornos relacionados con el estrés y;F40;Trastornos fóbicos de ansiedad;F40.1;Fobias sociales;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos neuróticos, trastornos relacionados con el estrés y;F40;Trastornos fóbicos de ansiedad;F40.2;Fobias específicas (aisladas);
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos neuróticos, trastornos relacionados con el estrés y;F40;Trastornos fóbicos de ansiedad;F40.8;Otros trastornos fóbicos de ansiedad;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos neuróticos, trastornos relacionados con el estrés y;F40;Trastornos fóbicos de ansiedad;F40.9;Trastorno fóbico de ansiedad, no especificado;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos neuróticos, trastornos relacionados con el estrés y;F41;Otros trastornos de ansiedad;F41.0;Trastorno de pánico [ansiedad paroxística episódica];
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos neuróticos, trastornos relacionados con el estrés y;F41;Otros trastornos de ansiedad;F41.1;Trastorno de ansiedad generalizada;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos neuróticos, trastornos relacionados con el estrés y;F41;Otros trastornos de ansiedad;F41.3;Otros trastornos de ansiedad mixtos;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos neuróticos, trastornos relacionados con el estrés y;F41;Otros trastornos de ansiedad;F41.8;Otros trastornos de ansiedad especificados;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos neuróticos, trastornos relacionados con el estrés y;F41;Otros trastornos de ansiedad;F41.9;Trastorno de ansiedad, no especificado;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos neuróticos, trastornos relacionados con el estrés y;F42;Trastorno obsesivo-compulsivo;F42.0;Predominio de pensamientos o rumiaciones obsesivas;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos neuróticos, trastornos relacionados con el estrés y;F42;Trastorno obsesivo-compulsivo;F42.2;Actos e ideas obsesivas mixtos;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos neuróticos, trastornos relacionados con el estrés y;F42;Trastorno obsesivo-compulsivo;F42.8;Otros trastornos obsesivo-compulsivos;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos neuróticos, trastornos relacionados con el estrés y;F42;Trastorno obsesivo-compulsivo;F42.9;Trastorno obsesivo-compulsivo, no especificado;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos neuróticos, trastornos relacionados con el estrés y;F42;Trastorno obsesivo-compulsivo;F43.0;Reacción al estrés agudo;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos neuróticos, trastornos relacionados con el estrés y;F42;Trastorno obsesivo-compulsivo;F43.1;Trastorno de estrés postraumático;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos neuróticos, trastornos relacionados con el estrés y;F42;Trastorno obsesivo-compulsivo;F43.2;Trastornos de adaptación;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos neuróticos, trastornos relacionados con el estrés y;F42;Trastorno obsesivo-compulsivo;F43.8;Otras reacciones al estrés grave;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos neuróticos, trastornos relacionados con el estrés y;F42;Trastorno obsesivo-compulsivo;F43.9;Reacción al estrés grave, no especificada;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos neuróticos, trastornos relacionados con el estrés y;F44;Trastornos disociativos [de conversión];F44.0;Amnesia disociativa;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos neuróticos, trastornos relacionados con el estrés y;F44;Trastornos disociativos [de conversión];F44.1;Fuga disociativa;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos neuróticos, trastornos relacionados con el estrés y;F44;Trastornos disociativos [de conversión];F44.2;Estupor disociativo;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos neuróticos, trastornos relacionados con el estrés y;F44;Trastornos disociativos [de conversión];F44.3;Trastornos de trance y de posesión;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos neuróticos, trastornos relacionados con el estrés y;F44;Trastornos disociativos [de conversión];F44.4;Trastornos disociativos del movimiento;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos neuróticos, trastornos relacionados con el estrés y;F44;Trastornos disociativos [de conversión];F44.5;Convulsiones disociativas;
V;Trastornos mentales y del comportamiento (F00–F99);Trastornos neuróticos, trastornos relacionados con el estrés y;F44;Trastornos disociativos [de conversión];F44.6;Anestesia disociativa y pérdida sensorial;
